annee,topic,mot,poids
2002.0,0,policy,0.00083928584
2002.0,0,committee,0.0006524405
2002.0,0,protection,0.00057709333
2002.0,0,waste,0.0005504115
2002.0,0,social,0.00048825605
2002.0,1,energy,0.02258103
2002.0,1,environment,0.008169801
2002.0,1,development,0.0054961415
2002.0,1,environmental,0.005011816
2002.0,1,sustainable,0.0047277953
2002.0,1,countries,0.004125594
2002.0,1,directive,0.0041050245
2002.0,1,market,0.0037422273
2002.0,1,waste,0.003460257
2002.0,1,health,0.003337942
2002.0,2,environmental,0.002139823
2002.0,2,environment,0.0015753405
2002.0,2,sustainable,0.0010478187
2002.0,2,development,0.0010253139
2002.0,2,energy,0.00092940347
2002.0,2,waste,0.0008270381
2002.0,2,policy,0.00067407824
2002.0,2,committee,0.0006664898
2002.0,2,protection,0.0005654434
2002.0,2,directive,0.0005307011
2002.0,3,emissions,0.011528946
2002.0,3,environmental,0.007060897
2002.0,3,energy,0.00518838
2002.0,3,environment,0.004956802
2002.0,3,trading,0.004925939
2002.0,3,committee,0.0027178482
2002.0,3,waste,0.0025693604
2002.0,3,protection,0.0022768541
2002.0,3,finland,0.0021406799
2002.0,3,steel,0.0021197123
2002.0,4,environment,0.018938243
2002.0,4,environmental,0.01569695
2002.0,4,energy,0.012379772
2002.0,4,sustainable,0.011191416
2002.0,4,development,0.010353586
2002.0,4,committee,0.00772672
2002.0,4,policy,0.0076768165
2002.0,4,waste,0.006541833
2002.0,4,protection,0.005864344
2002.0,4,public,0.005050901
2002.0,5,environment,0.0013289268
2002.0,5,environmental,0.0010043565
2002.0,5,energy,0.00094267935
2002.0,5,sustainable,0.00085098576
2002.0,5,development,0.0007626279
2002.0,5,committee,0.00058837305
2002.0,5,protection,0.00056733907
2002.0,5,policy,0.00051326986
2002.0,5,waste,0.0004988765
2002.0,5,social,0.00044880697
2003.0,0,environment,0.018811835
2003.0,0,environmental,0.012418828
2003.0,0,development,0.008215216
2003.0,0,protection,0.007737655
2003.0,0,energy,0.0076403865
2003.0,0,transport,0.0053521814
2003.0,0,damage,0.005311714
2003.0,0,health,0.005294125
2003.0,0,directive,0.0050922986
2003.0,0,sustainable,0.004993603
2003.0,1,energy,0.019020405
2003.0,1,environmental,0.015765028
2003.0,1,environment,0.011255743
2003.0,1,emissions,0.008145708
2003.0,1,directive,0.006438041
2003.0,1,important,0.0059360657
2003.0,1,sustainable,0.00560077
2003.0,1,waste,0.005204155
2003.0,1,transport,0.004427803
2003.0,1,cooperation,0.004343559
2003.0,2,environment,0.0165986
2003.0,2,energy,0.014895129
2003.0,2,environmental,0.014632993
2003.0,2,sustainable,0.008730097
2003.0,2,development,0.0073529663
2003.0,2,policy,0.006032901
2003.0,2,protection,0.0057379846
2003.0,2,committee,0.0056250193
2003.0,2,directive,0.005383217
2003.0,2,emissions,0.0050878576
2003.0,3,environment,0.012182213
2003.0,3,environmental,0.011491146
2003.0,3,protection,0.006765233
2003.0,3,proposal,0.005843176
